Unnamed: 0,Title,Poem,Poet,Tags,Primary_Tag,Random_Tag
63,"
                    Wheal Emma Leat
                ","
Wheal Emma and Brookwood are abandoned copper mines whose remains are located near Buckfastleigh, within the Dartmoor National Park, an area with a long history of widespread industrial activity. From this one locality, in the second half of the nineteenth century, more than thirty thousand tons of copper ore were raised, processed, and shipped for smelting. In 1859, in order to stabilize and increase the power supply, Wheal Emma Leat (a fifteen-mile-long channel) was cut across moorland and around woodland valleys to transport water from the River Swincombe and to feed the mines by supplementing the Mardle, a tributary of the Dart. Some of this now empty moorland waterway can be walked today on Dartmoor. I am grateful to Kevin and Donna Cox, owners of the Brook Manor estate, for showing my collaborator, Ignacio Acosta, and me over the remains of mine workings on their land.

Widening the plug doorway
on the bob wall left no
surface evidence. The Mardle
has a floodplain fair and wide.
Material would have been
trammed directly, although
blacked ochreous water flows
freely from the collapsed
portal. Humphrey kept Kevin
back when we went into
the near horizontal dark adit
stooped at the panic shaft.
In Brook Wood at the combe
head is a small killas quarry
predating all three setts.
Rent was paid to the Brook Wood
adventurers. Three areas of
dumping partially covered
this crumbled masonry within
woodland of varying density
just south of the tarmac road.
Yet a leat is depicted on the
1886 OS map channeled entirely
in a raised wooden aqueduct.
 
Wheal Emma Leat, 2017, by Ignacio Acosta.
                            

 
Engine House, 2017, by Ignacio Acosta.
                            

Then buildings fall into decay
where ivy and tree growth
have taken hold. The silted channel
follows the contour round hills
and combes using the best-fit
method to Wheal Emma sett.
Whereas conifer scrub and dense
patches of rhododendron
are seen quite late in the sequence.
All 99 stations were used and
having passed over the wheel
water may have been diverted.
The long wheelhouse sides are not
straight but slightly kinked to provide
for a dished 60-ft wheel
over an arched tailrace exit
at floor level. In this same evening
were those people engaged to feast
on roast beef and strong ale nearby.
Within the valley of the holy brook
the mines are situated near
Buckfastleigh, crushed ores are hauled
for the South Wales copper smelters,
Alfred Jenkin their agent in Cornwall.
Over and over had they been
in the heaven of expectation
finding the ore ground pitched eastward;
those who gambled their lives in swift
currents and dark treacherous pools.
Granting two properties as
one sett at a royalty of 1/24
together with fine machinery,
wheels, a beam engine, and water
privileges. One hundred and twenty-
five workers being then separated
only by a small transverse valley.
The flat rods moved off so quietly
that those not looking were unconscious
of their being in motion. Steam was
employed only at limited scale.
Emma, 116 fathoms below adit,
pumping backed-up water for life itself:
men cutting lode in fume- and dust-ridden air
or crushing with hand tools, spalling, cobbing,
came our tramroad to harbor direct
in Totnes and thence by sea to Neath — 
no more windlass or horse-whim turning.
What you see here is the dressing floor.
Their Phoenician purple dye — 
their copper with fifteen percent
Cornish tin. Remember when
a solid solution of
metal elements was defined
by ecstatic bonding.
Water poured over its surface
producing hydrogen gas.
The new material is
stable and ready for use
but scaled-up production
could fuel cannibal drones.
 
Tailrace, 2017, by Ignacio Acosta.
                            

 
Green Pool, 2017, by Ignacio Acosta.
                            

We love the color and
the stillness. Nothing would
live in this water now
at the base of a spoil heap
two stories high. Worm casts
and broadly scattered pits
are laminated onto a
non-conductive substrate.
This is the green pool:
a water soak away
made from glass epoxy.
They are brown and green
like uneven flat loaves
and the museum label
reads tortas de cobre.
Moss grows on anything
like black flame retardant
mechanically supports and
electrically connects — 
the fenced-off shaft
protecting the river
from what leaches out
between sea-borne traders.
At these horizons the levels were
extended over 330 fathoms.
Small groups of self-employed
miners and their families
continued to migrate. Here was
alluvial gold mixed with
sand and gravel, producing
more than 14 heads of stamps were
capable of crushing. Composed
of quartz, peach, and gossan with black
and yellow copper letting down
a stream of mineralized water.
For in much of this section
the leat had been cut from
solid rock. A stone-lined sluice
is just visible. 4,000 shares
on the cost book system,
streamworks in eluvial ground,
5 shillings each deposit. Nothing
but a washing strake such as
we use, commodified and priced
both minerals since the Bronze Age
in West Devon, in Cornwall
beneath a layer of black sand.
An adit is also brought home
to the spot from below: narrow
tailings in steep profile cast
every shovel full as it rises
into a tye. £40,000 worth
of copper ore from above
the 50-fathom level.
Water breaks up the soil, exposing
mere threads of land, linear strips
cut into channels called races
dug across the ground to be worked,
removing the overburden.
                ",Tony Lopez,"Nature,Landscapes & Pastorals,Social Commentaries,History & Politics,Money & Economics",Nature,History & Politics
128,"
                    The Simulacra
                ","
They were driving into the mountains, suddenly married,sometimes touching each other’s cheek with a ﬁngernailgingerly: the radio played ecstatic static: certain roadsmarked with blue enamel numbers led to cloud banks,or basalt screes, or dim hotels with padlocked verandas.Sometimes they quarreled, sometimes they grew old,the wind was constant in their eyes, it was their own wind,they made it. Small towns ﬂew past, Rodez, Albi,limestone quarries, pear orchards, children racingafter hoops, wobbling when their shadows wavered,infants crying for ﬁne rain, old women on stoopsdarning gray veils—and who were we, watching?Doubles, ghosts, the ones who would tell of the ﬁeldwhere they pulled over, bluish tinge of the elms, steepnessof the other’s eyes, glowworm hidden in its own glint,how the rain was twilight and now is darkness.",D. Nurkse,"Living,Marriage & Companionship,Time & Brevity,Travels & Journeys,Relationships,Men & Women,Nature,Landscapes & Pastorals",Living,Landscapes & Pastorals
112,"
                    Home on the Range
                ","
O slow.
O so low solo.
Indigo lasso.
Pell-mell
the palomino
snow falls
in a disheveled
manner.
",Elaine Equi,"Nature,Animals,Landscapes & Pastorals,Winter",Nature,Landscapes & Pastorals
142,"
                    I Heard an Angel
                ","
I heard an Angel singing When the day was springing Mercy Pity Peace Is the worlds release Thus he sung all day Over the new mown hay Till the sun went down And haycocks looked brown I heard a Devil curse Over the heath & the furze Mercy could be no more If there was nobody poor And pity no more could be If all were as happy as we At his curse the sun went down And the heavens gave a frown Down pourd the heavy rain Over the new reapd grain And Miseries increase Is Mercy Pity Peace 
",William Blake,"Living,Sorrow & Grieving,Nature,Landscapes & Pastorals,Religion,Christianity",Living,Landscapes & Pastorals
15,"
                    Disgraceland
                ","
Before my first communion, I clung to doubt 
     as Satan spider-like stalked 
          the orb of dark surrounding Eden for a wormhole into paradise. 
    God had formed me from gel in my mother’s womb, 
          injected by my dad’s smart shoot. They swapped sighs until 
     I came, smaller than a bite of burger. 
          Quietly, I grew till my lungs were done then the Lord sailed a soul 
     like a lit arrow to inhabit me. 
          Maybe that piercing made me howl at birth, 
     or the masked creatures whose scalpel 
          cut a lightning bolt to free me. I was hoisted by the heels and swatted, fed 
     and hauled around. Time-lapse photos show 
          my fingers grow past crayon outlines, my feet come to fill spike heels. 
     Eventually, I lurched out 
          to kiss the wrong mouths, get stewed, and sulk around. Christ always stood 
     to one side with a glass of water. 
          I swatted the sap away. When my thirst got great enough to ask, 
     a clear stream welled up inside, 
          some jade wave buoyed me forward, and I found myself upright 
     in the instant, with a garden 
          inside my own ribs aflourish. There, the arbor leafs. 
     The vines push out plump grapes. 
          You are loved, someone said. Take that 
          and eat it.
",Mary Karr,"Nature,Landscapes & Pastorals,Religion,Christianity",Nature,Landscapes & Pastorals
86,"
                    Indian Names
                ","



‘How can the red men be forgotten, while so many of our states and territories, bays, lakes, and rivers, are indelibly stamped by names of their giving?’



Ye say they all have passed away,    That noble race and brave, That their light canoes have vanished    From off the crested wave; That ’mid the forests where they roamed    There rings no hunter shout, But their name is on your waters,    Ye may not wash it out. ’Tis where Ontario’s billow    Like Ocean’s surge is curled, Where strong Niagara’s thunders wake    The echo of the world. Where red Missouri bringeth    Rich tribute from the west, And Rappahannock sweetly sleeps    On green Virginia’s breast. Ye say their cone-like cabins,    That clustered o’er the vale, Have fled away like withered leaves    Before the autumn gale, But their memory liveth on your hills,    Their baptism on your shore, Your everlasting rivers speak    Their dialect of yore. Old Massachusetts wears it,    Within her lordly crown, And broad Ohio bears it,    Amid his young renown; Connecticut hath wreathed it    Where her quiet foliage waves, And bold Kentucky breathed it hoarse    Through all her ancient caves. Wachuset hides its lingering voice    Within his rocky heart, And Alleghany graves its tone    Throughout his lofty chart; Monadnock on his forehead hoar    Doth seal the sacred trust, Your mountains build their monument,    Though ye destroy their dust. Ye call these red-browned brethren    The insects of an hour, Crushed like the noteless worm amid    The regions of their power; Ye drive them from their father’s lands,    Ye break of faith the seal, But can ye from the court of Heaven     Exclude their last appeal? Ye see their unresisting tribes,    With toilsome step and slow, On through the trackless desert pass    A caravan of woe; Think ye the Eternal’s ear is deaf?    His sleepless vision dim? Think ye the soul’s blood may not cry    From that far land to him?
",Lydia Huntley Sigourney,"Nature,Landscapes & Pastorals,Social Commentaries,History & Politics,Race & Ethnicity",Nature,Landscapes & Pastorals
60,"
                    Windows
                ","
From this heightthe sunset spans the whole worldbefore me: houses and trees are shadowsneon flares between them like sudden firethe freeways run, alwaysstrangely vacant with riderless carsempty airthe windows up hererefract the blue slate and rose lightmaking the hills on the horizon collidewith ideas of Sussex, piedmontor the cold clear wind of the Abruzzibut that is never what is out there.At home, the lamp curls its aurorainto the corners of the roomand out the windowssquares, rectangles of lightstake out a territory on the ragged lawn.In the center of thingsbetween the pressing of the window and air— a small space —there is a meeting that definesnothing, everything.
",Rachel Sherwood,"Activities,Indoor Activities,Nature,Landscapes & Pastorals",Activities,Landscapes & Pastorals
123,"
                    Zun-zet
                ","
Where the western zun, unclouded,
 Up above the grey hill-tops,Did sheen drough ashes, lofty sh’ouded,
 On the turf beside the copse,
   In zummer weather,
   We together,
   Sorrow-slightèn, work-vorgettèn,
   Gambol’d wi’ the zun a-zettèn.There, by flow’ry bows o’ bramble,
 Under hedge, in ash-tree sheädes,The dun-heäir’d ho’se did slowly ramble
 On the grasses’ dewy bleädes,
   Zet free o’ lwoads,
   An’ stwony rwoads,
   Vorgetvul o’ the lashes frettèn,
   Grazèn wi’ the zun a-zettèn.There wer rooks a-beätèn by us
 Drough the aïr, in a vlock,An’ there the lively blackbird, nigh us,
 On the meäple bough did rock,
   Wi’ ringèn droat,
   Where zunlight smote
   The yollow boughs o’ zunny hedges
   Over western hills’ blue edges.Waters, drough the meäds a-purlèn,
 Glissen’d in the evenèn’s light,An’ smoke, above the town a-curlèn,
 Melted slowly out o’ zight;
   An’ there, in glooms
   Ov unzunn’d rooms,
   To zome, wi’ idle sorrows frettèn,
   Zuns did set avore their zettèn.We were out in geämes and reäces,
 Loud a-laughèn, wild in me’th,Wi’ windblown heäir, an’ zunbrowned feäces,
 Leäpèn on the high-sky’d e’th,
   Avore the lights
   Wer tin’d o’ nights,
   An’ while the gossamer’s light nettèn
   Sparkled to the zun a-zettèn.
",William Barnes,"Relationships,Nature,Landscapes & Pastorals,Summer",Relationships,Landscapes & Pastorals
36,"
                    Summer
                ","
        As the morning advanced the sun became bright and warm, cloudless, calm, serene. About nine an appearance very unusual began to demand our attention—a shower of cobwebs falling from very elevated regions, & continuing, without any interruption, till the close of the day . . .
 

       There is a natural occurrence to be met with upon the highest part of our down in hot summer days, and that is a loud audible humming of bees in the air, though not one insect is to be seen . . .
 

       In a district so diversified as this, so full of hollow vales and hanging woods, it is no wonder that echoes should abound. Many we have discovered that return a tunable ring of bells, or the melody of birds; but we were still at a loss for a polysyllabical, articulate echo, till a young gentleman, who had parted from his company in a summer walk, and was calling after them, stumbled upon a very curious one in a spot where it might least be expected . . .
 

       We procured a cuckoo, and cutting open the breastbone and exposing the intestines to sight, found the crop lying as mentioned above. This stomach was large and round, and stuffed hard, like a pincushion, with food, which upon nice examination, we found to consist of various insects, such as small scarabs, spiders, and dragon-flies; the last of which, as they were just emerging out of the aurelia state, we have seen cuckoos catching on the wing. Among this farrago also were to be seen maggots, and many seeds, which belonged either to gooseberries, currants, cranberries, or some such fruit . . .
 

       All nature is so full, that that district produces the greatest variety which is the most examined . . . 
                                                                                                    Gilbert White1
Upon First Opening a Cuckoo",Ronald Johnson,"Activities,School & Learning,Nature,Animals,Landscapes & Pastorals,Summer,Trees & Flowers,Arts & Sciences,Painting & Sculpture,Reading & Books,Sciences,Social Commentaries",Activities,Landscapes & Pastorals
34,"
                    Winter Journal: Wind Thumbs through Woods
                ","
slant hand of beech leaves
shag of oaks before water
When did you go missing from me?
That passage between limb and slipped skin
gouged hickories, the ermine-bright birch
through all that is traveling slopeward
       circleting leaf through branch weave
       corymbs of curled leaves
       lone cedar document rising
Through trees that far land moves descant
the old rusts and pastes undershined
Don’t you ever think this is so strange?
the sibilant drift of dried leaves
the coming down all to some shambles
the encroachments on the innermost things
Don’t you feel how everything is strained beyond
       certain remembering?
The limbs break their fragile whisks into
The sky is a shroud pulled up over
Each leaf of the beech has its wisdom held fast
its little death ship
I cannot wake up from inside
       this burrow into fundaments of leaves
The cold drills down into the stone
the almost-extracted green
the bird cloaked up under the ribs
the dull gleams
",Emily Wilson,"Nature,Landscapes & Pastorals,Trees & Flowers,Winter",Nature,Landscapes & Pastorals
88,"
                    The Woodspurge
                ","
The wind flapp'd loose, the wind was still,Shaken out dead from tree and hill:I had walk'd on at the wind's will,—I sat now, for the wind was still.Between my knees my forehead was,—My lips, drawn in, said not Alas!My hair was over in the grass,My naked ears heard the day pass.My eyes, wide open, had the runOf some ten weeds to fix upon;Among those few, out of the sun,The woodspurge flower'd, three cups in one.From perfect grief there need not beWisdom or even memory:One thing then learnt remains to me,—The woodspurge has a cup of three.
",Dante Gabriel Rossetti,"Living,Sorrow & Grieving,Nature,Landscapes & Pastorals",Living,Landscapes & Pastorals
141,"
                    I like to see it lap the Miles - (383)
                ","
I like to see it lap the Miles -
And lick the Valleys up - 
And stop to feed itself at Tanks - 
And then - prodigious step
Around a Pile of Mountains - 
And supercilious peer
In Shanties - by the sides of Roads - 
And then a Quarry pare
To fit its sides
And crawl between
Complaining all the while
In horrid - hooting stanza - 
Then chase itself down Hill - 
And neigh like Boanerges - 
Then - prompter than a Star
Stop - docile and omnipotent
At it's own stable door - ",Emily Dickinson,"Nature,Landscapes & Pastorals",Nature,Landscapes & Pastorals
27,"
                    Elegiac Stanzas Suggested by a Picture of Peele Castle in a Storm, Painted by Sir George Beaumont
                ","
I was thy neighbour once, thou rugged Pile! Four summer weeks I dwelt in sight of thee: I saw thee every day; and all the while Thy Form was sleeping on a glassy sea. So pure the sky, so quiet was the air! So like, so very like, was day to day! Whene'er I looked, thy Image still was there; It trembled, but it never passed away. How perfect was the calm! it seemed no sleep; No mood, which season takes away, or brings: I could have fancied that the mighty Deep Was even the gentlest of all gentle things. Ah!  then , if mine had been the Painter's hand, To express what then I saw; and add the gleam, The light that never was, on sea or land, The consecration, and the Poet's dream; I would have planted thee, thou hoary Pile Amid a world how different from this! Beside a sea that could not cease to smile; On tranquil land, beneath a sky of bliss. Thou shouldst have seemed a treasure-house divine Of peaceful years; a chronicle of heaven;— Of all the sunbeams that did ever shine The very sweetest had to thee been given. A Picture had it been of lasting ease, Elysian quiet, without toil or strife; No motion but the moving tide, a breeze, Or merely silent Nature's breathing life. Such, in the fond illusion of my heart, Such Picture would I at that time have made: And seen the soul of truth in every part, A steadfast peace that might not be betrayed. So once it would have been,—'tis so no more; I have submitted to a new control: A power is gone, which nothing can restore; A deep distress hath humanised my Soul. Not for a moment could I now behold A smiling sea, and be what I have been: The feeling of my loss will ne'er be old; This, which I know, I speak with mind serene. Then, Beaumont, Friend! who would have been the Friend, If he had lived, of Him whom I deplore, This work of thine I blame not, but commend; This sea in anger, and that dismal shore. O 'tis a passionate Work!—yet wise and well, Well chosen is the spirit that is here; That Hulk which labours in the deadly swell, This rueful sky, this pageantry of fear! And this huge Castle, standing here sublime, I love to see the look with which it braves, Cased in the unfeeling armour of old time, The lightning, the fierce wind, the trampling waves. Farewell, farewell the heart that lives alone, Housed in a dream, at distance from the Kind! Such happiness, wherever it be known, Is to be pitied; for 'tis surely blind. But welcome fortitude, and patient cheer, And frequent sights of what is to be borne! Such sights, or worse, as are before me here.— Not without hope we suffer and we mourn. 
",William Wordsworth,"Nature,Landscapes & Pastorals,Seas, Rivers, & Streams,Arts & Sciences,Painting & Sculpture",Nature,Landscapes & Pastorals
155,"
                    Self Portrait as a Meadow
                ","
There is a chair

the heart of which

is wooden

split five ways

and grass pressed flat

where we kissed

where others later kissed

on the same mattress

and solemn nothing

happening under a canopy—

 

Have you forgotten me?

 

I will go down wonderfully

as was told in proverbs

though for a long time I thought

I should not go.

 

Here are things that have

no Latin names

or none

that men would know.
",Linda Norton,"Love,Romantic Love,Nature,Landscapes & Pastorals,Arts & Sciences,Language & Linguistics",Love,Landscapes & Pastorals
131,"
                    A Dialogue between Thyrsis and Dorinda
                ","
DORINDA When death shall part us from these kids, And shut up our divided lids, Tell me, Thyrsis, prithee do, Whither thou and I must go. THYRSIS To the Elysium. DORINDA                         Oh, where is’t? THYRSIS A chaste soul can never miss’t. DORINDA I know no way but to our home, Is our cell Elysium? THYRSIS Turn thine eye to yonder sky, There the milky way doth lie; ’Tis a sure but rugged way, That leads to everlasting day. DORINDA There birds may nest, but how can I That have no wings and cannot fly? THYRSIS Do not sigh, fair nymph, for fire Hath no wings yet doth aspire Till it hit against the Pole: Heaven’s the centre of the soul. DORINDA But in Elysium how do they Pass eternity away? THYRSIS Oh, there’s neither hope nor fear, There’s no wolf, no fox, no bear. No need of dog to fetch our stray, Our Lightfoot we may give away; No oat-pipe’s needful; there thy ears May sleep with music of the spheres. DORINDA Oh sweet! Oh sweet! How I my future state By silent thinking antedate: I prithee let us spend our time to come In talking of Elysium. THYRSIS Then I’ll go on. There sheep are full Of sweetest grass and softest wool; There birds sing consorts, garlands grow, Cool winds do whisper, springs do flow. There always is a rising sun, And day is ever but begun. Shepherds there bear equal sway, And every nymph’s a Queen of May. DORINDA Ah me, ah me! THYRSIS                         Dorinda, why dost cry? DORINDA I’m sick, I’m sick, and fain would die. Convince me now that this is true By bidding with me all adieu. THYRSIS I cannot live without thee, I, I’ll for thee, much more with thee, die. CHORUS Then let us give Corillo charge o’ the sheep, And thou and I’ll pick poppies, and them steep In wine, and drink on’t even till we weep, So shall we smoothly pass away in sleep.
",Andrew Marvell,"Living,Death,Love,Heartache & Loss,Infatuation & Crushes,Realistic & Complicated,Romantic Love,Relationships,Nature,Landscapes & Pastorals,Mythology & Folklore",Living,Landscapes & Pastorals
126,"
                    Found Poem
                ","



In the east, the day breaks; do not
say we have started too early;
For we shall cross many hills yet
Before we grow old; here
       the land is surpassing in beauty.

                                                      Mao Tse Tung 1934



I look out the bars upon the Castle
    the crust caked row of age
    in a corner my friendly spider
    crouches for the unwary gnats
    of my days.
    So much there is we must atone.
There are spires of faith
in the invisible claws of spiders
in the flight and curve of gulls.
These know, I swear,
    the contours of the rolling Saharas
    and the destitute oceans of our history.
We sit, debating the charity of our captors.
At night lights come on
the shoreline bends into a broad bay
    near the Castle
    the sea is gray
Yesterday it rained on the eve
    of my forty-first year
        and left all my defeats intact
Let me lead you into the country
It is only as half clansman
        of the ritual goat    
that I bring my song to the place of sacrifice
here in the pain fields
        asphalt and smoke of a large hearth
I lead
my rope is short.
        I shall soon arrive under the tree.
I will stage a hundred fights in honor of our Gods
and our beloved leader
Here, I could care less for the toiling masses
I retreated here before Lent
to my own stretch of sea front
(I cannot see the damned sea
        because of old caked walls
        built by Dutchmen)
But the shore falls into a deep gulf
        there are no cliffs.
They found a week-old baby
buried in a shallow grave
on the front lawn of the fort.
I want my grave to be deeper.
They are sawing through our firewood
    Today is cassava day
The flutist is silent
Perhaps his troops have arrived in Georgia
Not to arrive upsets me
And for the path that I have trod
    I have no regrets
",Kofi Awoonor,"Living,Growing Old,Nature,Landscapes & Pastorals,Religion,God & the Divine,Social Commentaries,Crime & Punishment,History & Politics",Living,Landscapes & Pastorals
28,"
                    Obedience, or the Lying Tale
                ","
 I will do everything you tell me, Mother. I will charm three gold hairs from the demon’s head. I will choke the mouse that gnaws an apple tree’s roots and keep its skin for a glove. To the wolf, I will be pretty and kind and curtsy his crossing of my path.   The forest, vocal   even in its somber tread, rages. A slope ends in a pit of foxes drunk on rotten brambles of berries and the raccoons ransack a rabbit’s unmasked hole. What do they find but a winter’s heap of droppings? A stolen nest, the cracked shell   of another creature’s child.   I imagine this is the rabbit way and I will not stray, Mother, into the forest’s thick, where the trees meet the dark, though I have known misgivings of light as a hot hand that flickers against my neck. The path ends   at a river I must cross. I will wait   for the ferryman to motion me through. Into the waves he etches with his oar a new story: a silent girl runs away, a silent girl is never safe. I will take his oar in my hand. I will learn the boat’s rocking and bring myself back   and forth. To be good   is the hurricane of caution. I will know indecision’s rowing, the water I lap into my lap as he shakes his withered head. Behind me is the forest. Before me the field, a loose run of grass. I stay in the river, Mother, I study escape. 
",Jennifer Chang,"Living,Coming of Age,Parenthood,Relationships,Family & Ancestors,Nature,Animals,Landscapes & Pastorals,Philosophy",Living,Landscapes & Pastorals
78,"
                    Silent Film
                ","
Doors opened and shut,  the director shouted orders  through a bullhorn,  or babbled just                                out of the frame.  A carpenter hammered flats nearby  for the next production.  All of this, and more,  while the actors blocked it out,  already living  in that small square of light  where silence reigned  like a tiny theatre for the deaf.  Now, almost a century later,  it's peaceful, far  from the center of action,  the last voice on the street  reduced to a whisper,                                then gone.  Not even birdsong  as evening's opening credits  begin to roll.  Only the film,  shimmering out of a disc  thinner than sound,  characters moving  like fish in their gray element—  less than fish—  not a hiss, not a bubble,  not even a cry  from that dim world of silence  doubled by time.
",Kurt Brown,"Living,Time & Brevity,Nature,Landscapes & Pastorals,Social Commentaries,Popular Culture",Living,Landscapes & Pastorals
121,"
from Spring Psalter
                ","
Darling, I leave you the forever unblooming
            twig half-sunk in spring mud & the Nature that allows
            such delicate & lasting atrocity.
 
Darling, darling, darling: my voice is a branch that would reach.
 
I leave you the ragged sky, once full of cloud & now
            not. I leave you these things just as I leave
 
you: graceful passage from one something to the next.
            Darling, even in this my voice dissipates
 
into hush & whiffs of light, sun-thrown, hurtle into the ground.
",Nate Pritts,"Living,Separation & Divorce,Love,Break-ups & Vexed Love,Relationships,Nature,Landscapes & Pastorals,Weather,Arts & Sciences,Poetry & Poets",Living,Landscapes & Pastorals
142,"
                    Marshlands
                ","
A thin wet sky, that yellows at the rim,
And meets with sun-lost lip the marsh’s brim.
The pools low lying, dank with moss and mould,
Glint through their mildews like large cups of gold.
Among the wild rice in the still lagoon,
In monotone the lizard shrills his tune.
The wild goose, homing, seeks a sheltering,
Where rushes grow, and oozing lichens cling.
Late cranes with heavy wing, and lazy flight,
Sail up the silence with the nearing night.
And like a spirit, swathed in some soft veil,
Steals twilight and its shadows o’er the swale.
Hushed lie the sedges, and the vapours creep,
Thick, grey and humid, while the marshes sleep.
",Emily Pauline Johnson,"Nature,Landscapes & Pastorals",Nature,Landscapes & Pastorals
